Id,Title,UrlLink,Author,Keywords,CreatedAt,Hidden,PerformanceOnly
131,Review: Funny ‘Great Scott’ winks at modern opera,http://www.sandiegouniontribune.com/news/2016/may/08/san-diego-opera-great-scott-review/,San Diego Union Tribune,GreatScott,2016-05-08 00:00:00.000,0,0
132,Great Scott at San Diego Opera,http://www.kusi.com/clip/12422463/great-scott-at-sd-opera,KUSI,Great Scott,2016-05-06 00:00:00.000,0,0
133,"Photo Flash: First Look at Terrence McNally's GREAT SCOTT at San Diego Opera, Featuring Kate Aldrich",http://www.broadwayworld.com/bwwopera/article/Photo-Flash-First-Look-at-Terrence-McNallys-GREAT-SCOTT-at-Dallas-Opera-Featuring-Kate-Aldrich-2016050628,Broadway World,GreatScott,2016-05-06 00:00:00.000,0,0
134,"Aldrich and von Stade Part 2: Great Scott’s Characters ",http://www.laopus.com/2016/05/aldrich-and-von-stade-part-2-great.html,LA Opus,GreatScott,2016-05-04 00:00:00.000,0,0
135,Jake Heggie Musical Tales,http://content.yudu.com/Library/A3zk2j/RageMagazineOrangeam/resources/28.htm,Rage Magazine,GreatScott,2016-05-04 00:00:00.000,0,0
136,"Von Stade, Aldrich Sing Out on Heggie’s ‘Great Scott’ ",http://www.laopus.com/2016/05/von-stade-aldrich-sing-out-on-heggies.html,LA Opus,GreatScott,2016-05-03 00:00:00.000,0,0
137,Nathan Gunn Brings Star Power to Jake Heggie’s ‘Great Scott’,http://www.sandiegostory.com/nathan-gunn-brings-star-power-to-jake-heggies-great-scott/,"San Diego Story ",Great Scott,2016-05-02 00:00:00.000,0,0
138,Great Scott Comes to the San Diego Opera,http://www.finehomesandliving.com/The-Great-Scott-Comes-to-the-San-Diego-Opera/,Fine Magazine,GreatScott,2016-05-02 00:00:00.000,0,0
139,‘Great Scott’! O’Brien’s back for opera premiere,http://www.sandiegouniontribune.com/news/2016/may/01/san-diego-opera-great-scott-preview/,San Diego Union Tribune,GreatScott,2016-05-01 00:00:00.000,0,0
140,Esteemed Director Jack O’Brien Directs West Coast Premiere of Jake Heggie’s ‘Great Scott’ for San Diego Opera,http://www.sandiegostory.com/esteemed-director-jack-obrien-directs-west-coast-premiere-of-jake-heggies-great-scott-for-san-diego-opera/,San Diego Story,GreatScott,2016-04-29 00:00:00.000,0,0
141,Opera and Football Collide in West Coast Premiere of ‘Great Scott’,http://timesofsandiego.com/arts/2016/04/28/opera-and-football-collide-in-west-coast-premiere-of-great-scott/,"Times of San Diego ",GreatScott,2016-04-29 00:00:00.000,0,0
142,Review: San Diego Opera Presents a Tragic Madama Butterfly,http://www.operatoday.com/content/2016/04/san_diego_opera.php,Opera Today,"Madama Butterfly ",2016-04-23 00:00:00.000,0,0
143,Review: Giacomo Puccini - Madama Butterfly,http://concertonet.com/scripts/review.php?ID_review=11481,Concertonet,Madama Butterfly,2016-04-21 00:00:00.000,0,0
144,"Review: Something Old, Something New: San Diego Opera’s ‘Madama Butterfly’",http://timesofsandiego.com/arts/2016/04/20/something-old-something-new-san-diego-operas-madama-butterfly/,Times of San Diego,Madama Butterfly,2016-04-21 00:00:00.000,0,0
145,Review: Butterfly soars with Latonia Moore in lead,http://www.examiner.com/review/butterfly-soars-with-latonia-moore-lead,San Diego Examiner,"Madama Butterfly ",2016-04-21 00:00:00.000,0,0
146,Review: San Diego Opera’s ‘Madama Butterfly’ — Vocal Paradise,http://www.sandiegostory.com/san-diego-operas-madama-butterfly-vocal-paradise/,San Diego Story,"Madama Butterfly ",2016-04-19 00:00:00.000,0,0
147,Review: Latonia Moore a shimmering Madama Butterfly in San Diego,https://bachtrack.com/review-madama-butterfly-latonia-moore-san-diego-april-2016,Bachtrack,Madama Butterfly,2016-04-18 00:00:00.000,0,0
148,Review: Moore brings new dimension to ‘Butterfly’,http://www.sandiegouniontribune.com/news/2016/apr/17/san-diego-opera-madama-butterfly-review/,San Diego Union Tribune,Madama Butterfly,2016-04-17 00:00:00.000,0,0
149,San Diego Opera’s Expanded 2016-17 Season Announced,http://www.sandiegostory.com/san-diego-operas-expanded-2016-17-season-announced/,San Diego Story,2016-2017 Season,2016-04-17 00:00:00.000,0,0
150,"SD Opera unveils new season, look, schedule",http://www.sandiegouniontribune.com/news/2016/apr/16/san-diego-opera-2016-season-preview/,San Diego Union Tribune,"2016-2017 Season ",2016-04-16 00:00:00.000,0,0
151,"Madama Butterfly at San Diego Opera ",http://www.kusi.com/clip/12367289/madama-butterfly-at-san-diego-opera-april-16-24,"KUSI News ","Madama Butterfly ",2016-04-16 00:00:00.000,0,0
152,"""Madama Butterfly"" Brings Students to The San Diego Opera",http://www.finehomesandliving.com/Madama-Butterfly-Brings-Students-to-The-San-Diego-Opera/,Fine Magazine,"Madama Butterfly, Education ",2016-04-15 00:00:00.000,0,0
153,San Diego Opera Makes ‘Madama Butterfly’ Fresh,http://www.kpbs.org/news/2016/apr/14/making-madama-butterfly-fresh/,KPBS,"Madama Butterfly ",2016-04-14 00:00:00.000,0,0
154,"Interview with Garnett Bruce, Director of ""Madama Butterfly""",http://www.finehomesandliving.com/Interview-with-Garnett-Bruce-Director-of-Madama-Butterfly/,Fine Magazine,Madama Butterfly,2016-04-11 00:00:00.000,0,0
155," How About a Little Diva Worship? Here’s Latonia Moore!",http://www.sandiegostory.com/how-about-a-little-diva-worship-heres-latonia-moore/,"San Diego Story ",Latonia Moore,2016-04-11 00:00:00.000,0,0
156,Friends team up for ‘Madama Butterfly’,http://www.sandiegouniontribune.com/news/2016/apr/09/san-diego-opera-madama-butterfly-preview/,San Diego Union Tribune,"Madama Butterfly ",2016-04-09 00:00:00.000,0,0
157,Grand Opera Challenged by Football,https://jpatrickford.me/2016/04/06/opera-scene-great-scott/,J. Patrick Ford,"Great Scott ",2016-04-06 00:00:00.000,0,0
158,San Diego Opera Fans Give Thumbs Up to Change,http://www.sandiegouniontribune.com/news/2016/apr/01/san-diego-opera-listening-series-results/?#article-copy,San Diego Union Tribune,David Bennett,2016-04-01 00:00:00.000,0,0
159,"Madama Butterfly Coming to San Diego Opera ",http://www.finehomesandliving.com/Madama-Butterfly-Coming-to-The-San-Diego-Opera/,"Fine Magazine ","Madama Butterfly ",2016-04-01 00:00:00.000,0,0
160,A Tragic Marriage in Nagasaki,http://sandiegodowntownnews.com/a-tragic-marriage-in-nagasaki/,"San Diego Downtown News ","Madama Butterfly ",2016-04-01 00:00:00.000,0,0
161,San Diego Opera Hits The Road To Learn What San Diegans Want To Hear,http://www.kpbs.org/news/2016/mar/31/san-diego-opera-goes-listening-tour/,KPBS,David Bennett,2016-03-31 00:00:00.000,0,0
162,Opera Scene - Madama Butterfly,http://jpatrickford.me/2016/03/27/opera-scene-madama-butterfly/,Observations by J. Patrick Ford,Madama Butterfly,2016-03-27 00:00:00.000,0,0
163,Backstage with Teodor Illincai,http://vanguardculture.com/backstage-teodor-ilincai-tenor-opera-singer-san-diego-opera/,"Vanguard Culture ","Madama Butterfly ",2016-03-24 00:00:00.000,0,0
164,"J'nai Bridges Morphs from Sports to Suzuki in 'Butterfly' ",http://www.laopus.com/2016/03/jnai-bridges-morphs-from-sports-to.html,LA Opus,Madama Butterfly,2016-03-21 00:00:00.000,0,0
165,Spring Arts Preview: Top classical music picks,http://www.sandiegouniontribune.com/news/2016/mar/19/classical-music-spring-arts-preview-top-picks/,San Diego Union Tribune,Great Scott,2016-03-20 00:00:00.000,0,0
166,San Diego Opera all ears on tour,http://www.sandiegouniontribune.com/news/2016/mar/18/san-diego-opera-community-listening-tour/,San Diego Union Tribune,David Bennett,2016-03-18 00:00:00.000,0,0
167,Review: Ferruccio Furlanetto at San Diego,http://www.operatoday.com/content/2016/03/ferruccio_furla.php,"Opera Today ",Ferruccio Furlanetto,2016-03-18 00:00:00.000,0,0
168,Review: Ferruccio Furlanetto Fabulous in Concert with Orchestra,http://www.sandiegostory.com/ferruccio-furlanetto-fabulous-in-concert-with-orchestra/,San Diego Story,Ferruccio Furlanetto,2016-03-09 00:00:00.000,0,0
169,Review: Furlanetto impresses in U.S. recital debut,http://www.sandiegouniontribune.com/news/2016/mar/06/ferruccio-furlanetto-opera-recital-review/,San Diego Union Tribune,Ferruccio Furlanetto,2016-03-07 00:00:00.000,0,0
170,Review: The Italian Basso - Ferruccio Furlanetto,http://charleneandbrendaintheblogosphere.blogspot.com/2016/03/ferruccio-furlanettp.html,Charlene and Brenda in the Blogosphere,Ferruccio Furlanetto,2016-03-07 00:00:00.000,0,0
171,"Review: Furlanetto Shows Mastery in San Diego Concert ",http://www.laopus.com/2016/03/furlanetto-shows-mastery-in-san-diego.html?m=1,LA Opus,Ferruccio Furlanetto,2016-03-06 00:00:00.000,0,0
172,San Diego Opera Favorite Ferruccio Furlanetto Performs In Concert,http://www.kpbs.org/news/2016/mar/03/san-diego-opera-favorite-ferruccio-furlanetto-perf/?platform=hootsuite,"KPBS Radio ",Ferruccio Furlanetto,2016-03-03 00:00:00.000,0,0
173,Famed opera bass offers recital gift to beloved company,http://www.sandiegouniontribune.com/news/2016/feb/27/ferruccio-furlanetto-opera-recital-preview/,The San Diego Union Tribune,"Ferruccio Furlanetto ",2016-02-28 00:00:00.000,0,0
174,Ferruccio Celebrates 31 Years with San Diego Opera,http://www.laopus.com/2016/02/furlanetto-celebrates-sdo-anniversary.html,LA Opus,ferruccio,2016-02-22 00:00:00.000,0,0
175,How Do You Make a City Hungry for Art?,http://www.zocalopublicsquare.org/2016/02/19/make-city-hungry-art/ideas/up-for-discussion/,Zócalo Public Square,NULL,2016-02-19 00:00:00.000,0,0
176,San Diego Opera Treats Passersby to Free Tosca Performance,http://www.nbcsandiego.com/news/local/San-Diego--369313221.html,NBC 7 San Diego,tosca,2016-02-18 00:00:00.000,0,0
177,Review: San Diego Opera Presents an Exciting Tosca,http://www.operatoday.com/content/2016/02/together_with_f.php,Opera Today,tosca,2016-02-17 00:00:00.000,0,0
178,Review: A Towering ‘Tosca’ Opens at San Diego Opera,http://timesofsandiego.com/arts/2016/02/17/a-towering-tosca-opens-at-san-diego-opera/,Times of San Diego,tosca,2016-02-17 00:00:00.000,0,0
179,Taking Horton Plaza from Fortress to Forum,http://www.voiceofsandiego.org/topics/land-use/the-challenges-of-taking-horton-plaza-from-fortress-to-forum/,Voice of San Diego,NULL,2016-02-16 00:00:00.000,0,0
180,"Taking a leap of faith with Puccini’s tale of love, murder and betrayal",http://www.kpbs.org/news/2016/feb/16/san-diego-operas-tosca/,KPBS,NULL,2016-02-16 00:00:00.000,0,0
181,San Diego Opera hopes to raise $1 million to continue offering 'world class' productions,http://www.10news.com/news/san-diego-opera-hopes-to-raise-1-million-to-continue-offering-world-class-productions-021616,ABC 10,NULL,2016-02-16 00:00:00.000,0,0
182,Horton Plaza Park: High-Rent District?,http://www.nbcsandiego.com/news/local/Horton-Plaza-Park-High-Rent-District-369055431.html,NBC 7 San Diego,NULL,2016-02-16 00:00:00.000,0,0
183,"Editors Pick: San Diego Opera Presents Puccini's 'Tosca' ",http://www.kpbs.org/events/2016/feb/16/san-diego-opera-presents-tosca/?et=51507,KPBS,tosca,2016-02-16 00:00:00.000,0,0
184,San Diego Opera's Swing & Bling at McMillin Event Center,http://www.sandiegomagazine.com/Blogs/Monday-Morning-Good-News/Winter-2016/San-Diego-Operas-Swing-Bling-at-McMillin-Event-Center/,San Diego Magazine,NULL,2016-02-15 00:00:00.000,0,0
185,San Diego Opera's 'Tosca' on KPBS,http://youtu.be/sADq5gDhdw8,KPBS,tosca,2016-02-15 00:00:00.000,0,0
186,Well-sung ‘Tosca’ aims for realism,http://www.sandiegouniontribune.com/news/2016/feb/14/san-diego-opera-tosca-review/,San Diego Union Tribune,tosca,2016-02-14 00:00:00.000,0,0
187,San Diego Opera’s ‘Tosca ’– A Production to Die For,http://www.sandiegostory.com/san-diego-operas-tosca-a-production-to-die-for/,San Diego Story,tosca,2016-02-14 00:00:00.000,0,0
188,"Review: A Top Notch “Tosca” from Alexia Voulgaridou, Gwyn Hughes Jones and Greer Grimsley",http://www.operawarhorses.com/2016/02/14/review-a-top-notch-tosca-from-alexia-voulgaridou-gwyn-hughes-jones-and-greer-grimsley-san-diego-opera-february-13-2016/,Opera Warhorses,tosca,2016-02-14 00:00:00.000,0,0
189,Review: Alexia Voulgaridou a passionate Tosca at San Diego Opera,https://bachtrack.com/review-tosca-voulgaridou-jones-grimsley-san-diego-february-2016,bachtrack,tosca,2016-02-14 00:00:00.000,0,0
190,Review: Classically Tailored Verismo,http://concertonet.com/scripts/review.php?ID_review=11313,ConcertoNet.com,NULL,2016-02-13 00:00:00.000,0,0
191,KUSI-TV's 'Tosca' Preview,http://youtu.be/HJm40A2b1sw,KUSI,tosca,2016-02-12 00:00:00.000,0,0
192,Backstage Tour: San Diego Opera’s 'Tosca',http://www.sandiegomagazine.com/Blogs/Cityfiles/Winter-2016/Backstage-Tour-San-Diego-Operas-Tosca/,San Diego Magazine,tosca,2016-02-12 00:00:00.000,0,0
193,"Top Weekend Events ",http://www.sandiegouniontribune.com/news/2016/feb/12/top-weekend-events/,"The San Diego Union-Tribune ",tosca,2016-02-12 00:00:00.000,0,0
194,"Greer Grimsley is the Nicest Villian in Opera ",http://www.broadwayworld.com/bwwopera/article/BWW-Interview-Greer-Grimsley-is-the-Nicest-Villain-in-Opera-Part-1-20160211,Broadway World.com,NULL,2016-02-11 00:00:00.000,0,0
195,"San Diego Opera Presents Tosca ",http://www.sddialedin.com/2016/02/photos-san-diego-opera-presents-tosca.html,San Diego: Dialed In,tosca,2016-02-11 00:00:00.000,0,0
196,Politics and TOSCA,http://www.sandiegoreader.com/news/2016/feb/11/blurt-san-diego-opera-and-politics-tosca/,San Diego Reader,tosca,2016-02-11 00:00:00.000,0,0
197,Part 2 of Greer Grimsely interview with LA Opus,http://www.laopus.com/2016/02/grimsley-part-2-on-opera-sports-and.html,LA Opus,NULL,2016-02-10 00:00:00.000,0,0
198,San Diego Opera to resume 'Opera on the Concourse',http://lgbtweekly.com/2016/02/10/san-diego-opera-to-resume-opera-on-the-concourse/," LGBT Weekly",NULL,2016-02-10 00:00:00.000,0,0
199,San Diego Opera’s Favorite Villain Returns in ‘Tosca’,http://www.sandiegostory.com/san-diego-operas-favorite-villain-returns-in-tosca/,San Diego Story,NULL,2016-02-09 00:00:00.000,0,0
200,"Greer Grimsley is the Nicest Villain in Opera: Part 1 ",http://www.laopus.com/2016/02/greer-grimsley-is-nicest-villain-in.html?m=1,LA Opus,NULL,2016-02-09 00:00:00.000,0,0
201,San Diego Opera returns to KPBS radio,http://lgbtweekly.com/2016/02/08/san-diego-opera-returns-to-kpbs-radio/,LGBT Weekly,NULL,2016-02-08 00:00:00.000,0,0
202,City Beat top picks for things to do this week,http://sdcitybeat.com/article-17121-Valentine's-Day-events-Divided-State-of-America-and-Writer's-Symposium-by-the-Sea.html,San Diego City Beat,NULL,2016-02-08 00:00:00.000,0,0
203," Artists live through their star-crossed characters in ‘Tosca’",http://www.sandiegouniontribune.com/news/2016/feb/06/san-diego-opera-tosca-preview/,"The San Diego Union-Tribune ",NULL,2016-02-06 00:00:00.000,0,0
204," The Genius of Puccini on Full Display",http://sandiegodowntownnews.com/the-genius-of-puccini-on-full-display/,San Diego Downtown News,NULL,2016-02-05 00:00:00.000,0,0
205,"Renée Fleming: 'Live cinema is a threat to opera' and other interesting thoughts... ",http://www.telegraph.co.uk/opera/what-to-see/rene-fleming-live-cinema-is-a-threat-to-opera/,The Telegraph,NULL,2016-02-02 00:00:00.000,0,0
206,Opera's Bizarro World,http://www.huffingtonpost.com/miriam-gordonstewart/operas-bizarro-world_b_9088022.html,The Huffington Post,NULL,2016-01-27 00:00:00.000,0,0
207,LA Opera Announces 2016/2017 Season,http://www.latimes.com/entertainment/arts/culture/la-et-cm-los-angeles-opera-macbeth-akhnaten-2016-2017-season-20160125-story.html,Los Angeles Times,NULL,2016-01-25 00:00:00.000,0,0
208,David Bennett on Jazz 88 / Inside Arts,https://s3.amazonaws.com/sdo.media/newsPDFs/SDO_2016_Opera_Season.mp3,Jazz 88,NULL,2016-01-24 00:00:00.000,0,0
209,San Diego Opera Stages Betrayal of Lovers,http://jpatrickford.me/2016/01/21/san-diego-opera-stages-betrayal-of-lovers/,Observations by J. Patrick Ford,NULL,2016-01-21 00:00:00.000,0,0
210,Prototype Festival shows opera houses one path to new work,https://www.washingtonpost.com/entertainment/music/classical-music-isnt-in-trouble-but-the-institutions-performing-it-are/2016/01/18/ffae1bc4-be08-11e5-9443-7074c3645405_story.html,The Washington Post,NULL,2016-01-18 00:00:00.000,0,0
211,"Opera season returns with strength, optimism",http://www.sandiegouniontribune.com/news/2016/jan/16/san-diego-opera-2015-season-preview/,"The San Diego Union-Tribune ",NULL,2016-01-16 00:00:00.000,0,0
212,Lyric Opera of Chicago Announces New Season,http://www.chicagotribune.com/entertainment/music/vonrhein/ct-lyric-season-ent-0115-20160114-column.html,Chicago Tribune,NULL,2016-01-14 00:00:00.000,0,0
213,"Making the most of Stakeholder Revolt: San Diego Opera ",http://nonprofitquarterly.org/2016/01/14/making-the-most-of-stakeholder-revolt-the-recapturing-of-the-san-diego-opera-and-sweet-briar-college/,Nonprofit Quarterly,NULL,2016-01-14 00:00:00.000,0,0
214,Arizona Opera General Director Heads to Minnesota,http://www.azcentral.com/story/entertainment/arts/2016/01/14/ryan-taylor-opera-arizona-minnesota/78801606/,azcentral.com,NULL,2016-01-14 00:00:00.000,0,0
215,"New York City Opera Will Return, and Soon, Under Reorganization Plan",http://www.nytimes.com/2016/01/13/arts/music/new-york-city-opera-will-return-and-soon-under-reorganization-plan.html?ref=todayspaper&_r=1,New York Times,NULL,2016-01-12 00:00:00.000,0,0
216,Symphony bayfront site gets initial OK from port,http://www.sandiegouniontribune.com/news/2016/jan/12/symphony-pops-port-venue/,The San Diego Union-Tribune,NULL,2016-01-12 00:00:00.000,0,0
217,Patricia Racette Receives Merola Opera Program Distinguished Alumni Award Tonight,http://www.broadwayworld.com/bwwopera/article/Patricia-Racette-to-Receive-the-Merola-Opera-Program-Distinguished-Alumni-Award-20160106,Broadway World.com,NULL,2016-01-07 00:00:00.000,0,0
218,James Chute Is Bullish On San Diego Arts Scene,http://www.kpbs.org/news/2016/jan/07/james-chute-bullish-san-diego-arts-scene/,KPBS,NULL,2016-01-07 00:00:00.000,0,0
